Country,Country_Code,Year,Arrivals_in_Thousands,Departures_in_Thousands,Expenditures_in_USD_Millions,Receipts_in_USD_Millions
India,IND,2000,2649.0,4416.0,3598.0,3686.0
Not classified,INX,2000,,,,
Ireland,IRL,2000,6646.0,3783.0,3517.0,2626.0
"Iran, Islamic Rep.",IRN,2000,1342.0,2286.0,677.0,671.0
Iraq,IRQ,2000,78.0,,2.0,9.0
Iceland,ISL,2000,303.0,283.0,386.0,471.0
Israel,ISR,2000,2417.0,3530.0,4611.0,3733.0
Italy,ITA,2000,41181.0,20080.0,28708.0,18167.0
Jamaica,JAM,2000,1323.0,,1577.0,238.0
Jordan,JOR,2000,1580.0,1625.0,935.0,387.0
Japan,JPN,2000,4757.0,17819.0,5970.0,42643.0
Kazakhstan,KAZ,2000,1683.0,1247.0,403.0,483.0
Kenya,KEN,2000,899.0,,500.0,156.0
Kyrgyz Republic,KGZ,2000,59.0,47.0,20.0,28.0
Cambodia,KHM,2000,466.0,41.0,345.0,52.0
Kiribati,KIR,2000,4.8,,2.7,
St. Kitts and Nevis,KNA,2000,73.0,,58.0,9.0
"Korea, Rep.",KOR,2000,5322.0,5508.0,8527.0,7945.0
Kuwait,KWT,2000,78.0,1236.0,394.0,2852.0
Latin America & Caribbean (excluding high income),LAC,2000,42672.0,27254.27515355,27786.0,23542.7909164069
Lao PDR,LAO,2000,191.0,,114.0,8.0
Lebanon,LBN,2000,742.0,,742.0,
Liberia,LBR,2000,,,,
Libya,LBY,2000,,,84.0,495.0
St. Lucia,LCA,2000,270.0,,281.0,33.0
Latin America & Caribbean,LCN,2000,55645.8102153391,31205.7329063205,39715.3776199161,27717.0102929893
Least developed countries: UN classification,LDC,2000,6213.5744705504,,3183.98380776824,3105.4605038699
Low income,LIC,2000,6230.81348977021,,3729.19953116276,2645.0324867414797
Liechtenstein,LIE,2000,61.6,,,
Sri Lanka,LKA,2000,400.0,524.0,388.0,383.0
Lower middle income,LMC,2000,43724.823974051294,45029.370837368,26022.750630502498,15228.0683024853
Low & middle income,LMY,2000,201220.080822479,161344.262434045,112339.86778708301,82257.78738289779
Lesotho,LSO,2000,302.0,,18.0,195.0
Late-demographic dividend,LTE,2000,147145.62196425602,134560.623118347,78979.5127427524,59433.1461641911
Lithuania,LTU,2000,1083.0,3632.0,430.0,261.0
Luxembourg,LUX,2000,852.0,950.0,1686.0,1309.0
Latvia,LVA,2000,509.0,2596.0,172.0,281.0
"Macao SAR, China",MAC,2000,5197.0,,3205.0,
St. Martin (French part),MAF,2000,,,,
Morocco,MAR,2000,4278.0,1508.0,2280.0,506.0
Monaco,MCO,2000,300.0,,,
Moldova,MDA,2000,,,57.0,86.0
Madagascar,MDG,2000,160.0,,152.0,139.0
Maldives,MDV,2000,467.0,42.0,321.0,60.0
Middle East & North Africa,MEA,2000,37374.4340264325,,24741.8550733465,
Mexico,MEX,2000,20641.0,11079.0,9133.0,6365.0
Marshall Islands,MHL,2000,5.2,,3.0,0.2
Middle income,MIC,2000,193065.088390821,143448.42347732902,109099.62721118401,79719.06792051179
North Macedonia,MKD,2000,224.0,,88.0,58.0
Mali,MLI,2000,86.0,,47.0,66.0
Malta,MLT,2000,1216.0,200.0,731.0,224.0
Myanmar,MMR,2000,416.0,,195.0,30.0
Middle East & North Africa (excluding high income),MNA,2000,22301.4926280266,,12767.288283198099,6597.67139704181
Montenegro,MNE,2000,,,,
Mongolia,MNG,2000,154.0,,43.0,54.0
Northern Mariana Islands,MNP,2000,517.0,,,
Mozambique,MOZ,2000,,,74.0,122.0
Mauritania,MRT,2000,30.0,,,
Mauritius,MUS,2000,656.0,163.0,732.0,203.0
Malawi,MWI,2000,228.0,,29.0,53.0
Malaysia,MYS,2000,10222.0,30532.0,5873.0,2543.0
North America,NAC,2000,71197.0,80498.7409498727,134378.0,106867.49773713302
Namibia,NAM,2000,656.0,,193.0,86.0
New Caledonia,NCL,2000,110.0,69.0,111.0,
Niger,NER,2000,50.0,,23.1,32.0
Nigeria,NGA,2000,813.0,,186.0,610.0
Nicaragua,NIC,2000,486.0,486.0,129.0,126.0
Netherlands,NLD,2000,10003.0,13896.0,11285.0,13649.0
Norway,NOR,2000,3104.0,2394.0,2521.0,4893.0
Nepal,NPL,2000,464.0,155.0,219.0,109.0
Nauru,NRU,2000,,,,
New Zealand,NZL,2000,1780.0,1283.0,2272.0,1235.0
OECD members,OED,2000,440251.43074856396,474613.122932612,427491.0,415462.0
Oman,OMN,2000,571.0,,377.0,629.0
Other small states,OSS,2000,15071.8373665057,,,3244.66863230557
Pakistan,PAK,2000,557.0,,551.0,574.0
Panama,PAN,2000,484.0,216.0,628.0,241.0
Peru,PER,2000,800.0,730.0,861.0,641.0
Philippines,PHL,2000,1992.0,1670.0,2334.0,1841.0
Palau,PLW,2000,58.0,,45.0,11.5
Papua New Guinea,PNG,2000,58.0,52.0,7.0,50.0
Poland,POL,2000,17400.0,56677.0,6128.0,3417.0
Pre-demographic dividend,PRE,2000,5842.22643874349,,2556.35962099086,
Puerto Rico,PRI,2000,3341.0,1259.0,2388.0,1333.0
"Korea, Dem. People’s Rep.",PRK,2000,,,,
Portugal,PRT,2000,5599.0,,6027.0,2753.0
Paraguay,PRY,2000,289.0,175.0,88.0,154.0
West Bank and Gaza,PSE,2000,310.0,,94.0,290.0
Pacific island small states,PSS,2000,572.454106349939,,481.93829869547096,157.6057338355
Post-demographic dividend,PST,2000,417740.688888107,472125.30777442997,419111.0,416085.5080691379
French Polynesia,PYF,2000,252.0,,,
Qatar,QAT,2000,378.0,,128.0,307.0
Romania,ROU,2000,5264.0,6388.0,394.0,447.0
Russian Federation,RUS,2000,21169.0,18371.0,3429.0,8848.0
Rwanda,RWA,2000,104.0,,27.0,35.0
South Asia,SAS,2000,4826.43564997745,7071.625230472429,5148.35597175315,5301.40224238398
Saudi Arabia,SAU,2000,6585.0,,,
Sudan,SDN,2000,38.0,,5.0,55.0
Senegal,SEN,2000,389.0,,152.0,125.0
Singapore,SGP,2000,6062.0,4444.0,5142.0,4535.0
Solomon Islands,SLB,2000,5.2,,4.0,12.2
Sierra Leone,SLE,2000,15.8,13.0,10.0,34.5
El Salvador,SLV,2000,795.0,923.0,437.0,219.0
San Marino,SMR,2000,43.0,,,
Somalia,SOM,2000,,,,
Serbia,SRB,2000,,,,
Sub-Saharan Africa (excluding high income),SSA,2000,17443.9704309981,,8240.80572925126,
South Sudan,SSD,2000,,,,
Sub-Saharan Africa,SSF,2000,17579.441999359304,,8482.649034331329,
Small states,SST,2000,20658.673127553,,,4523.14702840701
Sao Tome and Principe,STP,2000,7.1,,9.9,2.2
Suriname,SUR,2000,57.0,,42.0,67.0
Slovak Republic,SVK,2000,1053.0,,441.0,341.0
Slovenia,SVN,2000,1090.0,1965.0,1016.0,544.0
Sweden,SWE,2000,3828.0,10147.0,4825.0,8959.0
Eswatini,SWZ,2000,281.0,,24.0,32.0
Sint Maarten (Dutch part),SXM,2000,432.0,,511.0,127.0
Seychelles,SYC,2000,130.0,36.0,225.0,44.0
Syrian Arab Republic,SYR,2000,2100.0,3863.0,1082.0,669.0
Turks and Caicos Islands,TCA,2000,152.0,,285.0,
Chad,TCD,2000,,27.0,14.0,56.0
East Asia & Pacific (IDA & IBRD countries),TEA,2000,62091.182789220606,29172.516092738697,42963.3301116561,25892.232658774898
Europe & Central Asia (IDA & IBRD countries),TEC,2000,73996.896200861,126068.26317892701,24546.3139424226,18448.328368841703
Togo,TGO,2000,60.0,,11.0,15.0
Thailand,THA,2000,9579.0,1909.0,9935.0,3218.0
Tajikistan,TJK,2000,7.7,6.4,,
Turkmenistan,TKM,2000,3.4,78.0,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,45804.0,29567.3071862101,29192.0,24958.0
Timor-Leste,TLS,2000,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2000,21989.3762738497,,12673.026321274201,6270.98543248849
Tonga,TON,2000,35.0,,7.0,
South Asia (IDA & IBRD),TSA,2000,4826.43564997745,7071.625230472429,5148.35597175315,5301.40224238398
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,17579.441999359304,,8482.649034331329,
Trinidad and Tobago,TTO,2000,399.0,,371.0,190.0
Tunisia,TUN,2000,5058.0,1632.0,1977.0,310.0
Turkey,TUR,2000,9586.0,5284.0,7636.0,1713.0
Tuvalu,TUV,2000,1.1,2.9,,
Tanzania,TZA,2000,459.0,,381.0,369.0
Uganda,UGA,2000,193.0,153.0,165.0,
Ukraine,UKR,2000,6431.0,13422.0,563.0,561.0
Upper middle income,UMC,2000,149598.517530722,93098.8834516779,83202.22330415911,64524.19213433631
Uruguay,URY,2000,1968.0,667.0,827.0,381.0
United States,USA,2000,51238.0,61327.0,120912.0,91473.0
Uzbekistan,UZB,2000,302.0,,63.0,
St. Vincent and the Grenadines,VCT,2000,73.0,,82.0,10.0
"Venezuela, RB",VEN,2000,469.0,954.0,469.0,1647.0
British Virgin Islands,VGB,2000,272.0,,345.0,
Virgin Islands (U.S.),VIR,2000,546.0,,1206.0,
Vietnam,VNM,2000,2140.0,,,
Vanuatu,VUT,2000,58.0,12.0,69.0,9.0
World,WLD,2000,677386.990330029,829615.6688702741,570988.4109326031,536815.12120944
Samoa,WSM,2000,88.0,61.0,41.0,
Kosovo,XKX,2000,,,,
"Yemen, Rep.",YEM,2000,73.0,,73.0,127.0
South Africa,ZAF,2000,5872.0,,3338.0,2684.0
Zambia,ZMB,2000,457.0,,67.0,102.0
Zimbabwe,ZWE,2000,1967.0,,125.0,
Aruba,ABW,2001,691.0,,825.0,156.0
Afghanistan,AFG,2001,,,,
Angola,AGO,2001,67.0,,35.0,80.0
Albania,ALB,2001,354.0,955.0,451.0,269.0
Andorra,AND,2001,3516.0,,,
Arab World,ARB,2001,34786.17382597981,,18954.0690854762,
United Arab Emirates,ARE,2001,4134.0,,1200.0,3321.0
Argentina,ARG,2001,2620.0,4762.0,2756.0,4888.0
Armenia,ARM,2001,123.0,110.0,81.0,59.0
American Samoa,ASM,2001,36.0,,,
Antigua and Barbuda,ATG,2001,215.0,,272.0,32.0
Australia,AUS,2001,4856.0,3443.0,11333.0,8184.0
Austria,AUT,2001,18180.0,8350.0,11511.0,7408.0
Azerbaijan,AZE,2001,,1130.0,57.0,119.0
Burundi,BDI,2001,36.0,35.0,0.9,12.0
Belgium,BEL,2001,6452.0,6570.0,8304.0,10878.0
Benin,BEN,2001,88.0,,85.5,48.0
Burkina Faso,BFA,2001,128.0,,25.0,35.0
Bangladesh,BGD,2001,207.0,1075.0,48.0,341.0
Bulgaria,BGR,2001,3186.0,2730.0,1262.0,836.0
Bahrain,BHR,2001,4388.0,,886.0,423.0
"Bahamas, The",BHS,2001,1538.0,,1665.0,342.0
Bosnia and Herzegovina,BIH,2001,139.0,,279.0,96.0
Belarus,BLR,2001,61.0,1387.0,272.0,486.0
Belize,BLZ,2001,196.0,,111.0,45.0
Bermuda,BMU,2001,278.0,140.0,351.0,
Bolivia,BOL,2001,316.0,222.0,119.0,114.0
Brazil,BRA,2001,4773.0,2674.0,1844.0,3765.0
Barbados,BRB,2001,507.0,,706.0,149.0
Brunei Darussalam,BRN,2001,,,155.0,456.0
Bhutan,BTN,2001,6.4,,9.0,
Botswana,BWA,2001,1193.0,,235.0,215.0
Central African Republic,CAF,2001,9.9,,5.0,29.0
Canada,CAN,2001,19679.0,18359.0,12680.0,14634.0
Central Europe and the Baltics,CEB,2001,43763.0,92253.0094063696,20507.0,10491.0
Switzerland,CHE,2001,7455.0,11554.0,9290.0,7085.0
Channel Islands,CHI,2001,,,,
Chile,CHL,2001,1723.0,1180.0,1184.0,939.0
China,CHN,2001,33167.0,12133.0,19006.0,14992.0
Cote d'Ivoire,CIV,2001,,,58.0,289.0
Cameroon,CMR,2001,,,182.0,199.0
"Congo, Dem. Rep.",COD,2001,55.0,,,
"Congo, Rep.",COG,2001,27.0,,22.6,82.0
Colombia,COL,2001,616.0,1381.0,1483.0,1556.0
Comoros,COM,2001,19.4,,9.0,
Cabo Verde,CPV,2001,134.0,,77.0,55.0
Costa Rica,CRI,2001,1131.0,361.0,1480.0,430.0
Caribbean small states,CSS,2001,4850.0,,5213.0,1160.0
Cuba,CUB,2001,1736.0,121.0,1840.0,
Curacao,CUW,2001,205.0,,271.0,
Cayman Islands,CYM,2001,334.0,,585.0,
Cyprus,CYP,2001,2697.0,684.0,2180.419,558.8686
Czech Republic,CZE,2001,5405.0,,3104.0,1386.0
Germany,DEU,2001,17861.0,81551.0,24175.0,56529.0
Djibouti,DJI,2001,21.6,,8.6,12.9
Dominica,DMA,2001,66.0,,46.0,9.0
Denmark,DNK,2001,3684.0,4946.0,4003.0,4861.0
Dominican Republic,DOM,2001,2882.0,331.0,2798.0,425.0
Algeria,DZA,2001,901.0,1190.0,100.0,194.0
East Asia & Pacific (excluding high income),EAP,2001,68283.6070507088,34485.76951524911,45967.7258279058,28038.9999499277
Early-demographic dividend,EAR,2001,90337.75377436541,75095.74076788231,60953.1122806301,48540.464508875506
East Asia & Pacific,EAS,2001,110822.017919658,143222.409066174,95032.87466266009,110350.70557094802
Europe & Central Asia (excluding high income),ECA,2001,55980.1291639967,62155.53366755911,19722.568668809,16084.9810873011
Europe & Central Asia,ECS,2001,384104.838457619,427450.742714167,266196.974538936,251639.74270406697
Ecuador,ECU,2001,641.0,562.0,438.0,465.0
"Egypt, Arab Rep.",EGY,2001,4357.0,3074.0,4119.0,1248.0
Euro area,EMU,2001,253457.0,182693.550901225,183210.419,156140.8686
Eritrea,ERI,2001,113.0,,74.0,
Spain,ESP,2001,48565.0,4139.0,33829.0,8466.0
Estonia,EST,2001,1320.0,1658.0,661.0,253.0
Ethiopia,ETH,2001,148.0,,218.0,50.0
European Union,EUU,2001,320374.0,340633.64689412405,236110.419,224183.8686
Fragile and conflict affected situations,FCS,2001,8713.33082887372,,3168.13642302713,
Finland,FIN,2001,1999.0,5824.0,2065.0,2442.0
Fiji,FJI,2001,348.0,85.0,316.0,84.0
France,FRA,2001,75202.0,19265.0,38385.0,26749.0
Faroe Islands,FRO,2001,,,,
"Micronesia, Fed. Sts.",FSM,2001,15.3,,14.7,5.4
Gabon,GAB,2001,169.0,189.0,46.0,256.0
United Kingdom,GBR,2001,20982.0,58281.0,26137.0,46410.0
Georgia,GEO,2001,302.0,306.0,136.0,136.0
Ghana,GHA,2001,439.0,,374.0,165.0
Gibraltar,GIB,2001,,,,
Guinea,GIN,2001,38.0,,8.2,26.0
"Gambia, The",GMB,2001,57.0,,,
Guinea-Bissau,GNB,2001,7.8,,2.7,5.5
Equatorial Guinea,GNQ,2001,,,14.0,30.0
Greece,GRC,2001,14057.0,,9216.0,4189.0
Grenada,GRD,2001,123.0,,83.0,8.0
Greenland,GRL,2001,,,,
Guatemala,GTM,2001,835.0,580.0,588.0,266.0
Guam,GUM,2001,1159.0,,,
Guyana,GUY,2001,99.0,,65.0,62.0
High income,HIC,2001,463927.039641316,549494.071152835,442334.29566576704,439960.28730638203
"Hong Kong SAR, China",HKG,2001,8878.0,61096.0,7923.0,12317.0
Honduras,HND,2001,518.0,279.0,260.0,205.0
Heavily indebted poor countries (HIPC),HPC,2001,6345.26651874162,,3541.4527977825396,3106.84214052566
Croatia,HRV,2001,6544.0,,3463.0,677.0
Haiti,HTI,2001,142.0,,105.0,168.0
Hungary,HUN,2001,3070.0,11167.0,4191.0,1887.0
IBRD only,IBD,2001,215606.09479764302,191840.216806885,121345.769950759,86133.5816681168
IDA & IBRD total,IBT,2001,234899.003201193,243608.455705607,129984.243888843,91663.19960671989
IDA total,IDA,2001,17690.390574230398,,8679.52005285939,
IDA blend,IDB,2001,6259.81875115319,,2561.1282466403604,
Indonesia,IDN,2001,5153.0,2505.0,5277.0,3406.0
IDA only,IDX,2001,11374.565979935,,6313.3969347539105,4576.16511744567
Isle of Man,IMN,2001,,,,
India,IND,2001,2537.0,4564.0,3342.0,4367.0
Not classified,INX,2001,,,,
Ireland,IRL,2001,6353.0,4216.0,3789.0,2956.0
"Iran, Islamic Rep.",IRN,2001,1402.0,2400.0,1122.0,714.0
Iraq,IRQ,2001,127.0,,15.0,31.0
Iceland,ISL,2001,301.0,,383.0,372.0
Israel,ISR,2001,1196.0,3561.0,2854.0,3887.0
Italy,ITA,2001,39563.0,20567.0,26918.0,16997.0
Jamaica,JAM,2001,1277.0,,1494.0,227.0
Jordan,JOR,2001,1672.0,1755.0,884.0,420.0
Japan,JPN,2001,4772.0,16216.0,5750.0,35526.0
Kazakhstan,KAZ,2001,2693.0,2294.0,502.0,761.0
Kenya,KEN,2001,841.0,,536.0,183.0
Kyrgyz Republic,KGZ,2001,99.0,46.0,32.0,21.0
Cambodia,KHM,2001,605.0,37.0,429.0,59.0
Kiribati,KIR,2001,4.6,,3.2,
St. Kitts and Nevis,KNA,2001,71.0,,62.0,8.0
"Korea, Rep.",KOR,2001,5147.0,6084.0,7919.0,8349.0
Kuwait,KWT,2001,73.0,1666.0,286.0,3207.0
Latin America & Caribbean (excluding high income),LAC,2001,41138.0,28092.996627309996,27166.0,22749.304902415402
Lao PDR,LAO,2001,173.0,,108.0,4.1
Lebanon,LBN,2001,837.0,,837.0,
Liberia,LBR,2001,,,,
Libya,LBY,2001,,,90.0,572.0
St. Lucia,LCA,2001,250.0,,233.0,32.0
Latin America & Caribbean,LCN,2001,54161.735266835996,31822.7388126373,39341.0321099352,27006.422736900102
Least developed countries: UN classification,LDC,2001,6509.74668150899,,3568.57058172785,2924.0183710654396
Low income,LIC,2001,6363.21359398511,,4232.982891340621,2713.79498932539
Liechtenstein,LIE,2001,56.5,,,
Sri Lanka,LKA,2001,337.0,505.0,347.0,402.0
Lower middle income,LMC,2001,46436.7183261603,48383.93614812771,26244.887460721402,16521.170507039802
Low & middle income,LMY,2001,210723.323591953,173884.89441945901,119803.349616716,86262.5173146291
Lesotho,LSO,2001,295.0,,16.0,166.0
Late-demographic dividend,LTE,2001,151436.30242803702,139010.485132467,84244.3376862981,63135.699872499
Lithuania,LTU,2001,1271.0,3390.0,425.0,227.0
Luxembourg,LUX,2001,836.0,923.0,1780.0,1464.0
Latvia,LVA,2001,591.0,2697.0,153.0,255.0
"Macao SAR, China",MAC,2001,5842.0,,3745.0,
St. Martin (French part),MAF,2001,,,,
Morocco,MAR,2001,4380.0,1701.0,2966.0,589.0
Monaco,MCO,2001,270.0,,,
Moldova,MDA,2001,,,58.0,90.0
Madagascar,MDG,2001,170.0,,149.0,179.0
Maldives,MDV,2001,461.0,41.0,327.0,59.0
Middle East & North Africa,MEA,2001,37111.5133034265,,23880.618353155103,
Mexico,MEX,2001,19810.0,12075.0,9190.0,6685.0
Marshall Islands,MHL,2001,5.4,,3.1,0.3
Middle income,MIC,2001,202309.88607863404,155243.480611139,116152.72435108901,83652.2599924757
North Macedonia,MKD,2001,99.0,,49.0,60.0
Mali,MLI,2001,89.0,,91.0,65.0
Malta,MLT,2001,1180.0,179.0,704.0,204.0
Myanmar,MMR,2001,475.0,,132.0,32.0
Middle East & North Africa (excluding high income),MNA,2001,22128.2568680851,,13461.735730935601,7128.02257068158
Montenegro,MNE,2001,,,,
Mongolia,MNG,2001,187.0,,49.0,59.0
Northern Mariana Islands,MNP,2001,438.0,,,
Mozambique,MOZ,2001,323.0,,64.0,132.0
Mauritania,MRT,2001,,,,
Mauritius,MUS,2001,660.0,161.0,820.0,216.0
Malawi,MWI,2001,266.0,,40.0,52.0
Malaysia,MYS,2001,12775.0,36248.0,7627.0,3391.0
North America,NAC,2001,66884.0,77791.08602319058,122134.0,100497.433752614
Namibia,NAM,2001,670.0,,264.0,71.0
New Caledonia,NCL,2001,101.0,68.0,94.0,
Niger,NER,2001,52.0,,30.1,33.0
Nigeria,NGA,2001,850.0,,168.0,858.0
Nicaragua,NIC,2001,483.0,499.0,135.0,128.0
Netherlands,NLD,2001,9500.0,14214.0,11147.0,13061.0
Norway,NOR,2001,3073.0,2348.0,2380.0,4718.0
Nepal,NPL,2001,361.0,200.0,191.0,128.0
Nauru,NRU,2001,,,,
New Zealand,NZL,2001,1900.0,1287.0,2340.0,1255.0
OECD members,OED,2001,429377.29729587695,469763.21738034405,412555.0,400415.0
Oman,OMN,2001,829.0,,538.0,703.0
Other small states,OSS,2001,15839.887159703698,,,3273.54463752363
Pakistan,PAK,2001,500.0,,533.0,555.0
Panama,PAN,2001,519.0,200.0,665.0,227.0
Peru,PER,2001,901.0,1060.0,763.0,773.0
Philippines,PHL,2001,1797.0,1787.0,2011.0,1918.0
Palau,PLW,2001,54.0,,41.0,14.1
Papua New Guinea,PNG,2001,54.0,38.0,5.0,38.0
Poland,POL,2001,15000.0,53122.0,5121.0,3595.0
Pre-demographic dividend,PRE,2001,6087.07034948917,,3148.44111151539,
Puerto Rico,PRI,2001,3551.0,1331.0,2728.0,1456.0
"Korea, Dem. People’s Rep.",PRK,2001,,,,
Portugal,PRT,2001,5392.0,,6260.0,2604.0
Paraguay,PRY,2001,279.0,157.0,91.0,130.0
West Bank and Gaza,PSE,2001,43.0,,14.0,361.0
Pacific island small states,PSS,2001,609.7660282657699,,492.88915851573495,143.630262653366
Post-demographic dividend,PST,2001,414345.73979038704,474216.085503468,404370.0,402431.8080062371
French Polynesia,PYF,2001,228.0,,,
Qatar,QAT,2001,376.0,,272.0,366.0
Romania,ROU,2001,4938.0,6408.0,419.0,475.0
Russian Federation,RUS,2001,21595.0,18030.0,4726.0,9760.0
Rwanda,RWA,2001,113.0,,29.0,33.0
South Asia,SAS,2001,4486.399644786779,7207.0753545996,4807.604359840339,5872.38423668958
Saudi Arabia,SAU,2001,6727.0,,,
Sudan,SDN,2001,50.0,,3.0,74.0
Senegal,SEN,2001,396.0,,175.0,112.0
Singapore,SGP,2001,5857.0,4363.0,4641.0,6600.0
Solomon Islands,SLB,2001,,,8.8,10.5
Sierra Leone,SLE,2001,24.1,20.0,14.0,42.2
El Salvador,SLV,2001,735.0,933.0,452.0,247.0
San Marino,SMR,2001,49.0,,,
Somalia,SOM,2001,,,,
Serbia,SRB,2001,,,,
Sub-Saharan Africa (excluding high income),SSA,2001,17985.0169247793,,8810.011572145071,
South Sudan,SSD,2001,,,,
Sub-Saharan Africa,SSF,2001,18120.3611215339,,9047.475639453742,
Small states,SST,2001,21296.2984047903,,,4496.338568611261
Sao Tome and Principe,STP,2001,7.5,,6.2,2.0
Suriname,SUR,2001,54.0,,26.0,62.0
Slovak Republic,SVK,2001,1219.0,,649.0,340.0
Slovenia,SVN,2001,1219.0,2055.0,1059.0,560.0
Sweden,SWE,2001,4108.0,10741.0,5200.0,7916.0
Eswatini,SWZ,2001,283.0,,23.0,31.0
Sint Maarten (Dutch part),SXM,2001,403.0,,484.0,137.0
Seychelles,SYC,2001,130.0,41.0,221.0,41.0
Syrian Arab Republic,SYR,2001,2192.0,3492.0,1150.0,670.0
Turks and Caicos Islands,TCA,2001,166.0,,311.0,
Chad,TCD,2001,,40.0,23.0,56.0
East Asia & Pacific (IDA & IBRD countries),TEA,2001,67467.3320210524,34054.9120916784,45950.7271473666,27999.9518217697
Europe & Central Asia (IDA & IBRD countries),TEC,2001,77835.03170622891,124279.57658713999,28350.355367933702,20358.6855335992
Togo,TGO,2001,57.0,,14.0,20.0
Thailand,THA,2001,10133.0,2011.0,9378.0,3334.0
Tajikistan,TJK,2001,5.2,2.7,,
Turkmenistan,TKM,2001,5.2,111.0,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,44205.0,30124.2705448208,28570.0,24136.0
Timor-Leste,TLS,2001,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2001,22092.3232763692,,13447.8232407743,6709.89153614865
Tonga,TON,2001,32.0,,6.8,3.2
South Asia (IDA & IBRD),TSA,2001,4486.399644786779,7207.0753545996,4807.604359840339,5872.38423668958
Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,18120.3611215339,,9047.475639453742,
Trinidad and Tobago,TTO,2001,383.0,,361.0,172.0
Tunisia,TUN,2001,5387.0,1669.0,2061.0,322.0
Turkey,TUR,2001,10783.0,4856.0,10067.0,1738.0
Tuvalu,TUV,2001,1.1,2.8,,
Tanzania,TZA,2001,501.0,,626.0,363.0
Uganda,UGA,2001,205.0,152.0,187.0,
Ukraine,UKR,2001,9174.0,14849.0,759.0,676.0
Upper middle income,UMC,2001,156140.190326377,100956.828548331,89981.34589577091,67112.9267610913
Uruguay,URY,2001,1892.0,531.0,700.0,338.0
United States,USA,2001,46927.0,59442.0,109103.0,85610.0
Uzbekistan,UZB,2001,345.0,,72.0,
St. Vincent and the Grenadines,VCT,2001,71.0,,89.0,12.0
"Venezuela, RB",VEN,2001,584.0,933.0,677.0,1718.0
British Virgin Islands,VGB,2001,296.0,,401.0,
Virgin Islands (U.S.),VIR,2001,527.0,,1234.0,
Vietnam,VNM,2001,2330.0,,,
Vanuatu,VUT,2001,53.0,11.0,58.0,8.0
World,WLD,2001,678246.237594481,840120.7395213469,562232.181293876,526996.9457721161
Samoa,WSM,2001,88.0,56.0,39.0,
Kosovo,XKX,2001,,,,
"Yemen, Rep.",YEM,2001,76.0,,38.0,136.0
South Africa,ZAF,2001,5787.0,,3256.0,2366.0
Zambia,ZMB,2001,492.0,,80.0,102.0
Zimbabwe,ZWE,2001,2217.0,,81.0,
Aruba,ABW,2002,643.0,,835.0,172.0
Afghanistan,AFG,2002,,,,
Angola,AGO,2002,91.0,,51.0,52.0
Albania,ALB,2002,470.0,1303.0,492.0,386.0
Andorra,AND,2002,3387.0,,,
Arab World,ARB,2002,39041.4531429148,,24038.0107514512,23222.760615607996
United Arab Emirates,ARE,2002,5445.0,,1332.0,3651.0
Argentina,ARG,2002,2820.0,3008.0,1716.0,2744.0
Armenia,ARM,2002,162.0,131.0,81.0,85.0
American Samoa,ASM,2002,,,,
Antigua and Barbuda,ATG,2002,218.0,,274.0,33.0
Australia,AUS,2002,4841.0,3461.0,12148.0,8640.0
Austria,AUT,2002,18611.0,8266.0,12334.0,7743.0
Azerbaijan,AZE,2002,576.0,1141.0,63.0,110.0
Burundi,BDI,2002,74.0,,1.6,14.0
Belgium,BEL,2002,6720.0,6773.0,7598.0,11270.0
Benin,BEN,2002,72.0,,94.5,49.0
Burkina Faso,BFA,2002,150.0,,37.0,36.0
Bangladesh,BGD,2002,207.0,1158.0,59.0,309.0
Bulgaria,BGR,2002,3433.0,3188.0,1392.0,1018.0
Bahrain,BHR,2002,4831.0,,985.0,550.0
"Bahamas, The",BHS,2002,1513.0,,1773.0,338.0
Bosnia and Herzegovina,BIH,2002,160.0,,307.0,112.0
Belarus,BLR,2002,63.0,1436.0,295.0,527.0
Belize,BLZ,2002,200.0,,121.0,48.0
Bermuda,BMU,2002,284.0,145.0,378.0,243.0
Bolivia,BOL,2002,334.0,217.0,143.0,114.0
Brazil,BRA,2002,3785.0,2338.0,2142.0,2929.0
Barbados,BRB,2002,498.0,,666.0,146.0
Brunei Darussalam,BRN,2002,,,113.0,398.0
Bhutan,BTN,2002,5.6,,8.0,
Botswana,BWA,2002,1274.0,,324.0,197.0
Central African Republic,CAF,2002,2.9,5.0,3.0,29.0
Canada,CAN,2002,20057.0,17705.0,12744.0,14257.0
Central Europe and the Baltics,CEB,2002,43246.0,85151.16708036228,21253.0,11825.0
Switzerland,CHE,2002,6868.0,11427.0,9117.0,7210.0
Channel Islands,CHI,2002,,,,
Chile,CHL,2002,1412.0,1293.0,1221.0,932.0
China,CHN,2002,36803.0,16602.0,21742.0,16759.0
Cote d'Ivoire,CIV,2002,,,56.0,490.0
Cameroon,CMR,2002,,,124.0,205.0
"Congo, Dem. Rep.",COD,2002,28.0,,,
"Congo, Rep.",COG,2002,22.0,,25.6,85.0
Colombia,COL,2002,567.0,1277.0,1237.0,1355.0
